id,district_id,name_en,postcode,latitude,longitude
1607,22,Galamuna,51416,7.46616800,79.87308370
1608,22,Galmuruwa,61233,7.50282450,79.89967890
1609,22,Hansayapalama,51098,8.04079130,79.83938600
1610,22,Ihala Kottaramulla,61154,7.37820890,79.87588350
1611,22,Ilippadeniya,61018,7.57059860,79.82687290
1612,22,Inginimitiya,61514,7.98668480,79.95908080
1613,22,Ismailpuram,61302,8.04079130,79.83938600
1614,22,Jayasiripura,51246,7.57565870,80.04510950
1615,22,Kakkapalliya,61236,7.52771560,79.82127000
1616,22,Kalkudah,30410,8.11736840,79.71523340
1617,22,Kalladiya,61534,7.99048070,79.89408060
1618,22,Kandakuliya,61358,8.20374730,79.70072110
1619,22,Karathivu,61307,8.04079130,79.83938600
1620,22,Karawitagara,61022,7.56708100,79.84788080
1621,22,Karuwalagaswewa,61314,8.05657590,79.95564240
1622,22,Katuneriya,61180,7.37062070,79.83527670
1623,22,Koswatta,61158,7.39206080,79.90126710
1624,22,Kottantivu,61252,7.86167050,79.79044750
1625,22,Kottapitiya,51244,7.63588320,79.81706750
1626,22,Kottukachchiya,61532,7.94069150,79.94725020
1627,22,Kumarakattuwa,61032,7.63411080,79.87432630
1628,22,Kurinjanpitiya,61356,8.04079130,79.83938600
1629,22,Kuruketiyawa,61516,8.02027780,80.05361110
1630,22,Lunuwila,61150,7.35587820,79.87265240
1631,22,Madampe,61230,7.49723360,79.84133190
1632,22,Madurankuliya,61270,7.90806630,79.82127000
1633,22,Mahakumbukkadawala,61272,7.84787790,79.88568240
1634,22,Mahauswewa,61512,7.92412600,80.09679060
1635,22,Mampitiya,51090,8.04079130,79.83938600
1636,22,Mampuri,61341,8.00353730,79.74072560
1637,22,Mangalaeliya,61266,7.85990910,79.82046190
1638,22,Marawila,61210,7.42394280,79.83527670
1639,22,Mudalakkuliya,61506,7.90806630,79.82127000
1640,22,Mugunuwatawana,61014,7.58338240,79.85908300
1641,22,Mukkutoduwawa,61274,7.91833330,79.76027780
1642,22,Mundel,61250,7.79755870,79.80165690
1643,22,Muttibendiwila,61195,8.04079130,79.83938600
1644,22,Nainamadama,61120,7.31486810,79.84367960
1645,22,Nalladarankattuwa,61244,7.66371710,79.83930340
1646,22,Nattandiya,61190,7.41248700,79.85908300
1647,22,Nawagattegama,61520,8.00129060,80.10379000
1648,22,Nelumwewa,51096,8.01349020,79.87002700
1649,22,Norachcholai,61342,8.01316760,79.72423930
1650,22,Pallama,61040,7.68439390,79.92579690
1651,22,Palliwasalturai,61354,8.04079130,79.83938600
1652,22,Panirendawa,61234,7.49188440,79.88848190
1653,22,Parakramasamudraya,51016,7.89959000,80.97052920
1654,22,Pothuwatawana,61162,7.35854110,79.91647120
1655,22,Puttalam,61300,8.04079130,79.83938600
1656,22,Puttalam Cement Factory,61326,7.98782750,79.86818370
1657,22,Rajakadaluwa,61242,7.65644900,79.83807780
1658,22,Saliyawewa Junction,61324,8.19340770,80.09399780
1659,22,Serukele,61042,7.72661490,79.91813320
1660,22,Siyambalagashene,61504,8.04079130,79.83938600
1661,22,Tabbowa,61322,8.08612210,79.92635980
1662,22,Talawila Church,61344,8.11254360,79.70345860
1663,22,Toduwawa,61224,7.48590270,79.80305800
1664,22,Udappuwa,61004,7.73584470,79.79885470
1665,22,Uridyawa,61502,8.04079130,79.83938600
1666,22,Vanathawilluwa,61306,8.18693150,79.86118320
1667,22,Waikkal,61110,7.28379190,79.85776340
1668,22,Watugahamulla,61198,8.04079130,79.83938600
1669,22,Wennappuwa,61170,7.34930370,79.83527670
1670,22,Wijeyakatupotha,61006,7.72412290,79.86888370
1671,22,Wilpotha,61008,7.74582630,79.88008320
1672,22,Yodaela,51422,7.56666670,79.86666670
1673,22,Yogiyana,61144,7.28876750,79.92626600
1674,23,Akarella,70082,6.59053290,80.64795240
1675,23,Amunumulla,90204,6.71459120,80.78721850
1676,23,Atakalanpanna,70294,6.54066950,80.59105670
1677,23,Ayagama,70024,6.63772660,80.31255370
1678,23,Balangoda,70100,6.64252200,80.68873330
1679,23,Batatota,70504,6.70557420,80.38473450
1680,23,Beralapanathara,81541,6.70557420,80.38473450
1681,23,Bogahakumbura,90354,6.86329850,80.87375390
1682,23,Bolthumbe,70131,6.74284770,80.66875800
1683,23,Bomluwageaina,70344,6.70557420,80.38473450
1684,23,Bowalagama,82458,6.67928120,80.40647070
1685,23,Bulutota,70346,6.47066510,80.61208900
1686,23,Dambuluwana,70019,6.70183190,80.32688120
1687,23,Daugala,70455,6.70557420,80.38473450
1688,23,Dela,70042,6.62049340,80.45420740
1689,23,Delwala,70046,6.51666700,80.46666700
1690,23,Dodampe,70017,6.74794090,80.31465020
1691,23,Doloswalakanda,70404,6.57442010,80.45060660
1692,23,Dumbara Manana,70495,6.68239770,80.24271850
1693,23,Eheliyagoda,70600,6.84856380,80.26001000
1694,23,Ekamutugama,70254,6.67008500,80.39535200
1695,23,Elapatha,70032,6.65911030,80.37004070
1696,23,Ellagawa,70492,6.73322300,80.21481700
1697,23,Ellaulla,70552,6.70557420,80.38473450
1698,23,Ellawala,70606,6.80892830,80.26279730
1699,23,Embilipitiya,70200,6.31623240,80.84331450
1700,23,Eratna,70506,6.83500650,80.40830880
1701,23,Erepola,70602,6.80329990,80.24607180
1702,23,Gabbela,70156,6.51347930,80.54662290
1703,23,Gangeyaya,70195,6.37398870,80.83777890
1704,23,Gawaragiriya,70026,6.65040560,80.26279730
1705,23,Gillimale,70002,6.75193930,80.42670370
1706,23,Godakawela,70160,6.50490600,80.65211390
1707,23,Gurubewilagama,70136,7.87305400,80.77179700
1708,23,Halwinna,70171,6.70557420,80.38473450
1709,23,Handagiriya,70106,6.55213540,80.78240120
1710,23,Hatangala,70105,6.54269300,80.74005370
1711,23,Hatarabage,70108,6.65824100,80.74914430
1712,23,Hewanakumbura,90358,7.30570880,80.67377420
1713,23,Hidellana,70012,6.71422580,80.38604590
1714,23,Hiramadagama,70296,6.53431270,80.60354940
1715,23,Horewelagoda,82456,6.72834120,80.39381100
1716,23,Ittakanda,70342,6.40196150,80.63824130
1717,23,Kahangama,70016,6.71312360,80.35647920
1718,23,Kahawatta,70150,6.57553120,80.57457300
1719,23,Kalawana,70450,6.53171360,80.39648240
1720,23,Kaltota,70122,6.65939600,80.87098720
1721,23,Kalubululanda,90352,6.72834120,80.39381100
1722,23,Kananke Bazaar,80136,6.01876550,80.44209920
1723,23,Kandepuhulpola,90356,6.83668260,80.86822030
1724,23,Karandana,70488,6.78270350,80.21839510
1725,23,Karangoda,70018,6.67757110,80.39578850
1726,23,Kella Junction,70352,6.36110440,80.69191190
1727,23,Keppetipola,90350,7.16325170,80.57053960
1728,23,Kiriella,70480,6.72950380,80.27046020
1729,23,Kiriibbanwewa,70252,6.37767420,80.97191080
1730,23,Kolambage Ara,70180,6.41835640,80.78032380
1731,23,Kolombugama,70403,6.56783560,80.49382670
1732,23,Kolonna,70350,6.40528450,80.68522530
1733,23,Kudawa,70005,6.44335460,80.41705720
1734,23,Kuruwita,70500,6.82184030,80.36150790
1735,23,Lellopitiya,70056,6.66396700,80.48409740
1736,23,Imaduwa,80130,6.03598780,80.39039020
1737,23,Imbulpe,70134,6.70081730,80.75331260
1738,23,Mahagama Colony,70256,7.37879790,80.38395840
1739,23,Mahawalatenna,70112,6.58708770,80.74860620
1740,23,Makandura,70298,6.55328880,80.63130410
1741,23,Malwala Junction,70001,6.68217430,80.40973490
1742,23,Malwatta,32198,6.50997090,80.64101600
